2020-08-28,111.01,112.67,110.57,112.29,3731407
2020-08-27,111.99,112.79,110.5,110.84,4391019
2020-08-26,111.92,112.09,111.29,111.53,4477854
2020-08-25,112.0,112.28,111.09,111.51,4380921
2020-08-24,110.0,112.0,109.9,111.83,8173259
